Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain,Rain_Binary,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Irrigation_Needed
21.5369840563233,93.13465428405225,1.4244492228378247,71.89489921540743,990.9355668250896,rain,1.0,35.0,68.0,33.0,Red,Tobacco,11,0,37,DAP,No
29.513229407161383,90.087869383268,3.5203042355582204,0.7866902523575692,1040.7130729051646,no rain,0.0,28.0,54.0,37.0,Black,Millets,36,0,0,Urea,Yes
12.956860646723332,62.31475529231857,4.019831676312466,53.30356805066168,1015.0167251589788,no rain,0.0,33.0,64.0,39.0,Clayey,Paddy,13,0,10,20-20,No
25.99802553318809,55.70759887921193,12.462965849045894,4.371621836509809,1044.7119321839634,no rain,0.0,26.0,52.0,44.0,Sandy,Maize,23,0,20,28-28,No
13.58383218522616,95.73548495829692,2.1622550340910007,71.48299959022737,1037.56485351305,rain,1.0,30.0,60.0,63.0,Red,Cotton,9,9,29,14-35-14,No
33.6167229262396,45.56614284629671,0.5798973996325296,95.30194928093334,1011.0086021461362,no rain,0.0,32.0,62.0,30.0,Loamy,Sugarcane,38,0,0,Urea,Yes
23.04620804375179,68.74793716267612,7.207011153037306,4.332054824784537,986.209823950032,no rain,0.0,37.0,70.0,32.0,Black,Oil seeds,12,0,39,DAP,No
20.36654849976309,33.814870887951386,14.377183570176154,10.30841611668406,982.1138218417418,no rain,0.0,26.0,52.0,36.0,Clayey,Pulses,14,0,13,20-20,No
16.613890302615673,43.38415379122143,13.864987086041188,51.55929737435348,1041.1961566883854,no rain,0.0,29.0,58.0,40.0,Red,Ground Nuts,24,0,23,28-28,No
29.355842235855416,72.28188533516568,15.853407039007784,98.24621044111832,1013.1999442220858,no rain,0.0,30.0,60.0,27.0,Loamy,Sugarcane,12,0,40,DAP,Yes
21.403758305413717,76.35285569909188,13.92496512538619,41.14567308107999,1026.458643554943,no rain,0.0,34.0,65.0,38.0,Clayey,Paddy,39,0,0,Urea,No
24.21084872171621,70.66970730712677,12.26571157202924,61.55729545542656,1041.7153889946196,rain,1.0,36.0,68.0,38.0,Sandy,Barley,7,9,30,14-35-14,No
10.46974501090888,90.87209911995028,9.723241935152904,76.16533303200376,1001.3261294039288,rain,1.0,26.0,52.0,48.0,Loamy,Wheat,23,0,19,28-28,No
25.44088742689693,99.53836545759228,4.169966409759411,92.79200892164285,1042.7034112873944,no rain,0.0,28.0,54.0,35.0,Black,Millets,41,0,0,Urea,No
25.302393068060532,83.47032895070379,11.37096111713236,17.701665109231847,981.9272707599382,no rain,0.0,30.0,60.0,61.0,Loamy,Cotton,8,10,31,14-35-14,No
25.423349921868923,62.55642489006312,12.732494964166822,91.14260153205235,999.5947975113892,no rain,0.0,37.0,70.0,37.0,Clayey,Paddy,12,0,41,DAP,No
33.59370196286561,88.37542686178719,2.474866568294325,62.64242471491316,1036.8236476569737,no rain,0.0,25.0,50.0,26.0,Red,Ground Nuts,15,14,11,17-17-17,Yes
27.045507477587087,38.42711759162012,11.302946772062697,80.56069161573312,1039.7254222826552,no rain,0.0,29.0,58.0,34.0,Sandy,Millets,15,0,37,DAP,No
18.98769751434465,77.82894875121508,1.954974263871032,29.55552224361168,1046.138477675031,no rain,0.0,27.0,54.0,30.0,Clayey,Pulses,13,0,13,20-20,No
20.925798844983536,66.28364512174038,10.941536046129835,50.01009596293442,1001.2107890724732,no rain,0.0,30.0,60.0,58.0,Loamy,Sugarcane,10,7,32,14-35-14,No
27.44077989818162,42.46461203790029,3.178377820372831,20.895919013419807,1034.6164909931294,no rain,0.0,32.0,62.0,34.0,Red,Tobacco,22,0,24,28-28,No
11.505636790731746,98.10535320961498,2.3802709441666603,85.46041335567958,1048.9591211854186,rain,1.0,34.0,65.0,60.0,Black,Sugarcane,35,0,0,Urea,No
26.669167886141693,53.69061938451233,2.262001120276733,20.457909251008253,1016.8904210578228,no rain,0.0,35.0,67.0,42.0,Sandy,Barley,10,0,35,DAP,No
26.765946740453984,73.07963841743684,18.220506256618137,54.83267785773366,997.6817402746616,no rain,0.0,38.0,70.0,48.0,Loamy,Wheat,8,8,28,14-35-14,No
15.259564026846022,91.50159662674665,11.961746349048845,41.79132133723797,982.7273620778028,no rain,0.0,26.0,52.0,32.0,Black,Oil seeds,12,0,8,20-20,No
13.223157441371333,65.46821907403745,5.003174444042779,4.958951320552152,1033.1757143948666,no rain,0.0,29.0,58.0,43.0,Clayey,Paddy,24,0,18,28-28,No
17.885708773104597,38.05964951235024,1.4289775598418286,41.21476492229073,989.7191769106928,no rain,0.0,30.0,60.0,29.0,Red,Ground Nuts,41,0,0,Urea,No
19.092769273565565,87.3117359043103,10.72362837024205,78.43974193260598,1007.0859824501674,rain,1.0,33.0,64.0,51.0,Sandy,Maize,5,9,29,14-35-14,No
24.25491926044699,54.72496369411604,2.896059417536172,52.89325210024439,1001.6494517157278,no rain,0.0,34.0,65.0,31.0,Red,Tobacco,23,0,21,28-28,No
20.96503783655801,98.81468082242873,15.568058688090014,30.47968906588412,1009.1795471067556,no rain,0.0,36.0,68.0,33.0,Black,Oil seeds,13,0,14,20-20,No
34.70934595148066,91.86778125111906,9.922193132036146,44.54133154310441,1043.4199296452794,no rain,0.0,28.0,54.0,38.0,Clayey,Pulses,40,0,0,Urea,Yes
12.551120268700702,89.741453334427,14.528977697146797,77.42655997733135,1009.8163432855304,rain,1.0,30.0,60.0,47.0,Sandy,Barley,12,0,42,DAP,No
15.221918902370868,54.93772242765296,7.9145319764028415,66.81537597839832,1043.8921018836536,no rain,0.0,31.0,62.0,63.0,Red,Cotton,11,12,15,17-17-17,No
14.032737947124907,82.9990844466346,14.046454892407212,11.090324122416128,1036.37806017905,no rain,0.0,27.0,53.0,43.0,Black,Millets,23,0,24,28-28,No
26.32770813663496,99.04303441011122,13.692287126860244,53.12465781942654,1000.1864832447952,no rain,0.0,34.0,65.0,54.0,Loamy,Wheat,38,0,0,Urea,No
16.332290063494554,66.84251283659319,11.22832416151407,19.869523899261708,1002.2662313335932,no rain,0.0,29.0,58.0,37.0,Sandy,Millets,8,0,15,20-20,No
21.657769321407656,62.95125084686621,16.914792683162588,97.8407309112806,1005.8890957220998,no rain,0.0,25.0,50.0,56.0,Loamy,Sugarcane,11,13,15,17-17-17,No
16.11063980004007,31.02660746804496,11.649471472047535,73.86253730248428,1022.3953034134072,no rain,0.0,32.0,62.0,34.0,Red,Ground Nuts,15,0,37,DAP,No
13.974239591137993,79.01426381144555,11.562208215596446,8.100079496575418,1027.184376199892,no rain,0.0,28.0,54.0,41.0,Clayey,Paddy,36,0,0,Urea,No
12.759378529107629,90.09342980212978,6.159662146846672,24.822925918601,1048.0560884994345,no rain,0.0,30.0,60.0,49.0,Loamy,Wheat,13,0,9,20-20,No
26.408239736631835,47.322003025728094,18.630125322351333,7.812567561224593,1044.8561244447942,no rain,0.0,34.0,65.0,64.0,Black,Cotton,24,0,20,28-28,No
13.454573783715343,52.05172039802598,10.342791431075703,37.009635765878265,1022.8310204997988,no rain,0.0,28.0,54.0,47.0,Sandy,Barley,5,18,15,10-26-26,No
14.914559042001336,65.04739149283095,7.834293151471428,82.2684554489393,983.2367145649378,no rain,0.0,27.0,53.0,35.0,Black,Oil seeds,37,0,0,Urea,No
19.2181292665241,35.04561101530618,10.832845831252351,6.675554834442066,1018.1715334274892,no rain,0.0,36.0,68.0,62.0,Red,Cotton,15,0,40,DAP,No
30.52483074619838,36.27497332691159,2.904842774694749,16.535719938920312,1008.2548154890944,no rain,0.0,34.0,65.0,57.0,Black,Sugarcane,9,0,13,20-20,No
12.427531894826531,59.47775312216565,5.302504742424096,26.744524368225207,1018.134510780234,no rain,0.0,29.0,58.0,55.0,Loamy,Sugarcane,8,8,33,14-35-14,No
30.9486226874701,48.28532668923951,6.133637243396168,62.408030164130025,982.8123461281942,no rain,0.0,25.0,50.0,40.0,Clayey,Pulses,6,19,16,10-26-26,No
12.402460197349075,58.4226111772938,10.303175383626426,97.46834478583918,1049.7033545199024,no rain,0.0,30.0,60.0,38.0,Sandy,Millets,10,0,14,20-20,No
34.411486625334895,61.80704086699566,13.910216676155535,82.27320656705544,983.987085929372,no rain,0.0,26.0,52.0,39.0,Clayey,Pulses,21,0,23,28-28,Yes
21.71628004119254,98.33913777173828,5.744049242554312,20.09265169060389,999.0875954033304,no rain,0.0,31.0,62.0,32.0,Red,Tobacco,39,0,0,Urea,No
34.41902720475843,96.0981874071986,2.715319911777827,71.00628066747386,985.0486820256598,no rain,0.0,34.0,65.0,48.0,Loamy,Wheat,23,0,19,28-28,No
25.12113799362615,39.78111060778362,11.184363655504804,55.63877522380456,1018.332777420299,no rain,0.0,27.0,53.0,34.0,Black,Oil seeds,42,0,0,Urea,No
28.481589484957546,91.78101816125724,17.092996627575076,49.162786519733736,1004.6272807587908,no rain,0.0,33.0,64.0,31.0,Red,Ground Nuts,13,0,39,DAP,Yes
10.979694806358015,35.6144663631055,8.364641727361562,90.83858070043304,1006.2709889996902,no rain,0.0,29.0,58.0,42.0,Clayey,Paddy,9,10,22,14-35-14,No
17.07017406441024,65.53448288024279,9.515458178941232,58.8129755949194,1035.2417264600558,no rain,0.0,30.0,60.0,47.0,Sandy,Maize,22,0,21,28-28,No
13.004914030329225,41.47369300768358,5.78417024309725,13.720967479296888,1043.2814080898522,no rain,0.0,27.0,53.0,59.0,Loamy,Sugarcane,10,0,15,20-20,No
17.403504938053622,55.61245017498538,16.176682466321072,16.496779055647835,991.5987888181104,no rain,0.0,26.0,52.0,36.0,Clayey,Pulses,7,16,20,10-26-26,No
12.968192973856102,82.03381579540653,2.413298907684769,92.19734138855232,999.528385804197,rain,1.0,34.0,65.0,63.0,Red,Cotton,14,0,38,DAP,No
17.9495794848494,59.715383554979496,3.4217743538423395,8.020519581616114,1013.091003413761,no rain,0.0,28.0,54.0,43.0,Clayey,Paddy,10,8,29,14-35-14,No
20.35657486286675,86.48659012999336,19.9991322551545,13.791411041737966,987.9017169099392,no rain,0.0,30.0,60.0,40.0,Sandy,Millets,41,0,0,Urea,No
11.603687408719608,80.31709977262793,13.644315052590398,65.31136838100272,1007.0576657436122,rain,1.0,29.0,58.0,65.0,Black,Cotton,14,0,35,DAP,No
27.31180298425049,95.99876123477114,10.96104813153421,22.433741140043484,1001.146163193042,no rain,0.0,26.0,52.0,59.0,Loamy,Sugarcane,11,0,9,20-20,No
24.16503635516438,67.39092144101141,15.902158903166244,82.60991034111457,1044.5383435923402,no rain,0.0,31.0,62.0,44.0,Sandy,Barley,21,0,28,28-28,No
16.634737273486135,86.15035677914567,19.93764909342883,41.60064778713563,993.8973884304849,no rain,0.0,35.0,67.0,28.0,Clayey,Pulses,8,7,31,14-35-14,No
23.08120133666749,52.60349744359363,3.817485617015086,48.23998127880385,1030.484797865137,no rain,0.0,29.0,58.0,30.0,Red,Tobacco,13,17,16,10-26-26,No
12.348512768961042,54.20220915629052,15.82786077515552,12.863815767692357,995.112524612742,no rain,0.0,27.0,53.0,30.0,Black,Millets,35,0,0,Urea,No
24.398662388904484,58.03573245070538,6.843241651743215,2.8163609753353414,1023.796086513344,no rain,0.0,36.0,68.0,50.0,Loamy,Wheat,12,18,19,10-26-26,No
33.23240493940536,58.76410140086623,14.624653699705425,75.92362322417372,1020.7393509698336,no rain,0.0,29.0,58.0,61.0,Loamy,Cotton,11,0,38,DAP,No
17.96422381128309,37.227725446618216,14.15319455075554,7.398970375480484,1012.1107004896656,no rain,0.0,30.0,60.0,26.0,Black,Oil seeds,8,9,30,14-35-14,No
26.68525949909204,66.33692575323045,19.966600855960827,64.01590204338349,1037.183511152735,no rain,0.0,34.0,65.0,45.0,Clayey,Paddy,6,19,21,10-26-26,No
13.294946560109803,36.77622534883179,2.2374410367293174,53.7531451344345,995.5902036064732,no rain,0.0,36.0,68.0,41.0,Red,Ground Nuts,41,0,0,Urea,No
27.90818010296414,92.28334950738348,0.0425078963305547,51.84905463875859,1013.4096156817436,no rain,0.0,28.0,54.0,25.0,Sandy,Maize,9,10,30,14-35-14,No
17.235152323680026,34.32913482563052,14.955689292222456,29.968502216307435,1048.7692320996234,no rain,0.0,25.0,50.0,32.0,Clayey,Pulses,24,0,19,28-28,No
14.57978405017792,61.47861012165161,11.375538365976135,75.60286356710962,992.8283252501764,no rain,0.0,30.0,60.0,27.0,Red,Tobacco,4,17,17,10-26-26,No
24.66282337025208,49.92858464733013,13.817482559233136,40.06135513846922,1018.180271838826,no rain,0.0,38.0,72.0,51.0,Loamy,Wheat,39,0,0,Urea,No
10.502688654687338,40.840859095813535,15.070500696527954,15.125457180975566,1000.517404831593,no rain,0.0,36.0,60.0,43.0,Sandy,Millets,15,0,41,DAP,No
30.72350073043408,84.86856835895486,9.870131035516724,5.604314037767222,988.666424165076,no rain,0.0,29.0,58.0,57.0,Black,Sugarcane,12,0,10,20-20,No
10.117386904813676,80.0452679243668,7.130690500811689,34.2547995787465,1039.611508662478,no rain,0.0,27.58,59.21,31.27,Loamy,Cotton,20,2,15,DAP,No
26.94541341990575,40.21635231270592,15.407517726049967,60.80549794500912,1020.4375189100142,no rain,0.0,27.45,66.38,50.14,Black,Millets,9,12,14,28-28,No
16.750199329804122,74.2935948774417,7.602598573321089,22.032209319154276,1020.5180484457208,no rain,0.0,27.25,63.62,40.35,Black,Wheat,28,0,22,Urea,No
28.379850553064877,85.47886171313122,12.443845389808324,74.22047933730614,1018.1734316085274,no rain,0.0,28.84,58.91,33.06,Clayey,Millets,8,9,28,17-17-17,Yes
34.05471362793595,84.13325542589209,17.86812053031309,10.872581326500796,992.9127674774122,no rain,0.0,25.86,48.46,46.25,Red,Ground Nuts,40,2,0,28-28,No
16.21882858799895,36.45957183643531,3.1678294420277786,47.19647572483107,1019.8043215910322,no rain,0.0,25.59,63.6,46.33,Clayey,Cotton,11,0,11,28-28,No
24.40393336044592,77.98589033320434,0.1781231978391506,53.67042533245972,986.397231010479,rain,1.0,29.17,68.19,30.65,Sandy,Oil seeds,6,4,14,Urea,No
24.80104828179597,80.12167446185039,5.135132223973981,82.10120962669403,1027.7849309293858,rain,1.0,36.05,73.59,58.17,Red,Millets,9,14,11,17-17-17,No
24.306297644771835,90.35163869294192,15.949438868931775,11.7947682957816,983.6020017641667,no rain,0.0,26.76,64.22,53.63,Sandy,Ground Nuts,5,8,30,28-28,No
15.577040816015458,65.56310372054907,11.336512849803215,0.167499407382099,993.2405781880184,no rain,0.0,27.66,53.58,40.96,Red,Cotton,41,0,3,20-20,No
33.81872528792462,62.27658002123501,18.92321727070864,53.37097117512868,1000.5952457965916,no rain,0.0,28.27,52.88,43.3,Black,Wheat,40,0,0,10-26-26,No
21.178134465440685,97.5581427443629,10.957481997233586,15.072507218414543,999.5251852361916,no rain,0.0,38.39,69.51,65.09,Clayey,Oil seeds,8,1,16,Urea,No
31.160216811778195,85.75585790171274,5.3156276517729895,57.16933663458366,1036.8471602272225,no rain,0.0,28.74,56.8,54.07,Loamy,Cotton,15,0,35,DAP,No
27.48698188293761,69.11116935645424,15.317706093986718,3.2902805759430387,1000.1425451221224,no rain,0.0,30.63,63.88,38.71,Loamy,Paddy,19,4,28,DAP,No
17.43592377137834,53.14319499178957,13.151007718300209,49.06750195610419,985.1770531485316,no rain,0.0,26.02,52.46,31.12,Loamy,Barley,11,5,12,10-26-26,No
30.34494549256193,89.16665972024575,16.41366719923173,39.07400058216071,984.7587885509424,no rain,0.0,34.71,64.94,52.62,Sandy,Oil seeds,9,22,21,14-35-14,No
19.912643521174616,61.88054726250833,13.359969520448349,15.624738243717706,990.4589463569456,no rain,0.0,23.71,51.25,30.5,Black,Oil seeds,11,0,8,17-17-17,No
32.027579927779044,36.487963451071245,9.038980207390308,46.78472413688216,1007.5934330323696,no rain,0.0,30.63,61.45,23.18,Black,Maize,37,2,4,17-17-17,Yes
24.531821815896468,61.84329908994079,5.541653381874207,47.716940830353096,993.7769963615224,no rain,0.0,23.63,52.62,31.03,Clayey,Sugarcane,12,13,13,14-35-14,No
32.043384046371315,91.03778773051025,1.112009295385179,6.788143433830562,996.4515651641248,no rain,0.0,27.65,58.09,69.07,Clayey,Oil seeds,16,3,32,10-26-26,No
27.313289751944147,61.379750282611184,6.158725053507319,67.69077928446383,992.8782958846728,no rain,0.0,31.19,60.94,30.51,Black,Paddy,12,0,36,Urea,No
28.13135699549101,31.00444034182451,0.9251695513323744,91.36999730901168,1000.9114778050164,no rain,0.0,37.12,72.87,47.06,Sandy,Tobacco,45,2,0,Urea,No
22.53310954816756,72.80397267415287,8.600541415040748,61.34427335030937,1015.3401110036172,rain,1.0,33.52,60.46,47.85,Black,Pulses,7,15,16,DAP,No
33.9020908680806,99.70810023879793,4.515998237809606,62.71912945576285,1047.9942950178986,no rain,0.0,29.44,59.34,55.51,Loamy,Sugarcane,10,3,31,17-17-17,No
26.099754980740936,87.20740088283583,14.07295216583979,74.8403055339874,1035.4393309313398,no rain,0.0,33.24,69.48,65.48,Clayey,Cotton,8,13,28,10-26-26,No
20.596376213954493,73.20665626327036,4.403570531130021,93.60706086069423,992.0764492422109,rain,1.0,20.85,53.18,43.77,Loamy,Tobacco,2,20,19,Urea,No
25.15983035319811,94.00792207585197,1.6286367113267608,98.24770099875552,1036.1995483287585,no rain,0.0,38.42,73.97,50.41,Loamy,Sugarcane,11,1,36,DAP,No
10.479829957733338,86.95071771557434,16.775945567999454,49.26848752549474,1029.706512092824,no rain,0.0,29.04,71.09,21.12,Sandy,Maize,34,0,3,14-35-14,No
17.539370416863733,64.90475469180282,1.2006572058853004,94.50078340440056,1043.4058886928888,no rain,0.0,23.59,55.82,62.92,Red,Sugarcane,39,0,0,Urea,No
26.504338437317127,71.38541997851672,15.019169186989842,35.92426406226436,1010.4294713467096,no rain,0.0,38.56,73.46,30.62,Black,Pulses,11,0,32,28-28,No
17.2519401802611,81.1904966442114,18.588506519632663,72.76448018535098,1040.6969077794768,rain,1.0,30.87,63.94,46.2,Sandy,Cotton,15,0,8,Urea,No
25.45038572497104,89.24983147852053,2.142582373627493,93.67956851643142,1028.8663176769414,no rain,0.0,25.83,51.1,59.57,Sandy,Maize,38,4,0,Urea,No
20.719217523644154,34.0723481663698,11.193358597381875,1.623277738115958,999.116480327906,no rain,0.0,34.51,63.92,70.0,Loamy,Sugarcane,14,0,35,17-17-17,No
13.386851605561256,84.23627000128057,9.034534205067356,92.0543242221186,1007.2843303942846,rain,1.0,31.92,62.59,27.78,Sandy,Pulses,18,0,25,DAP,No
17.45705814890077,61.32524079847414,15.97420117432447,88.50501127176501,1038.6935012762328,no rain,0.0,28.43,58.72,43.9,Sandy,Sugarcane,13,16,11,20-20,No
24.249122767531624,76.25589922110785,12.469600122093748,20.548580262251047,1036.5398595866036,no rain,0.0,27.53,55.04,57.07,Sandy,Pulses,4,0,14,28-28,No
24.77181903120433,83.5243107671195,5.565468731423051,40.97135997466685,997.1854180902884,no rain,0.0,24.53,67.4,48.49,Red,Paddy,8,9,18,20-20,No
24.358131221239468,67.76513475192138,0.0293801228474044,12.291964328588456,1038.539172343128,no rain,0.0,30.82,51.91,54.23,Red,Wheat,15,4,33,14-35-14,No
26.33002049642834,41.096039540627935,9.657354576830317,74.71868070268448,1046.202995036753,no rain,0.0,32.53,59.45,20.16,Loamy,Cotton,9,15,16,17-17-17,No
26.302581750042226,58.66687820627863,17.882177647869327,77.74135601794165,1041.4438621039235,no rain,0.0,28.17,58.69,34.11,Sandy,Cotton,12,8,33,20-20,No
20.785460885849343,35.38110956266658,18.107263406453345,88.09419204310186,1006.6901619399092,no rain,0.0,29.25,54.52,41.4,Clayey,Paddy,35,0,0,28-28,No
32.41366489627657,78.25104838086847,2.505939661069887,44.14519606716867,1017.8813256905678,no rain,0.0,22.26,51.36,48.36,Loamy,Tobacco,6,16,17,Urea,No
19.189046751197413,96.75943273741584,17.21353934717378,63.00614901694244,1039.217244961105,rain,1.0,30.76,66.64,56.32,Red,Ground Nuts,41,3,4,28-28,No
20.89662313164067,85.6676968556931,0.6886257159362841,84.36475202595983,1030.14802992812,rain,1.0,27.84,66.53,36.89,Loamy,Sugarcane,7,11,20,Urea,No
32.298083875391804,57.28504959509832,1.846985506804244,9.337831724815803,1029.637345808971,no rain,0.0,29.21,64.21,54.95,Red,Wheat,7,11,31,14-35-14,No
30.154849726152143,70.90040472038461,19.324416247290007,11.91581675877671,999.9676022772971,no rain,0.0,26.01,59.52,35.75,Loamy,Pulses,11,13,15,28-28,Yes
27.59721458850916,51.29404730928084,7.739348143831095,81.7784653379687,1022.7561322958472,no rain,0.0,29.5,55.42,51.17,Red,Cotton,23,0,23,10-26-26,No
12.505672182807528,67.87319196884755,1.4156779330544178,44.19694737134859,983.8122781024264,no rain,0.0,32.98,62.02,33.12,Red,Wheat,40,0,0,10-26-26,No
32.987065343616834,51.05088340492482,9.409107087070428,80.28693878272374,1000.8003179693268,no rain,0.0,24.24,59.04,50.07,Loamy,Barley,38,0,1,Urea,No
27.856032488727784,81.6827329759027,0.9227403946951762,0.0150381080855521,994.1952206333452,no rain,0.0,33.54,59.28,52.09,Clayey,Wheat,21,3,20,20-20,No
34.971175164196666,48.15390555909178,0.3274030979871911,11.502807960773351,1007.0910202007792,no rain,0.0,34.43,72.28,62.22,Clayey,Ground Nuts,35,4,0,17-17-17,No
13.736207616449844,97.4814273303726,11.235004588717292,36.83432643678146,1031.6760710373514,no rain,0.0,32.19,68.94,67.37,Sandy,Barley,15,0,33,20-20,No
31.70315143420536,76.3364112521472,4.224124395901933,39.76572005956746,998.2378789441088,no rain,0.0,32.55,71.46,67.14,Clayey,Oil seeds,5,7,32,20-20,No
14.062323366909371,34.814449337869064,12.438251795765328,83.37578807060014,992.5240563917682,no rain,0.0,28.38,52.02,43.83,Loamy,Wheat,13,0,38,10-26-26,No
25.388989107096105,30.75444344539852,6.6939852768736285,50.97824983290283,1038.9424972725683,no rain,0.0,25.4,43.57,38.51,Red,Maize,36,0,0,28-28,No
13.095499571236038,99.79324409435704,2.6495406576920555,91.79645340523744,1044.0568574762483,rain,1.0,33.8,52.28,53.31,Clayey,Millets,12,15,15,28-28,No
31.20020573305586,45.43539047510555,19.68803716456676,42.46977056919615,1011.235161743063,no rain,0.0,28.38,47.58,34.86,Black,Paddy,20,0,20,28-28,Yes
30.182973968125268,51.87939239200243,4.998828309641947,6.696385261630333,997.114844029909,no rain,0.0,28.37,59.8,35.35,Black,Oil seeds,23,2,16,17-17-17,Yes
24.22751846536483,44.58898099414758,1.2395429214839335,45.79620447204654,997.6656131261694,no rain,0.0,30.08,73.84,41.22,Sandy,Sugarcane,1,14,22,10-26-26,No
20.179582430649997,94.96712407298276,5.576732404006586,41.10087837148637,1009.132592141822,no rain,0.0,34.95,64.93,62.63,Clayey,Wheat,31,1,0,14-35-14,No
11.729174886378452,75.64090017680299,5.034001118004232,54.94572519173973,1036.1710056298612,rain,1.0,35.56,74.88,52.16,Clayey,Cotton,20,0,21,14-35-14,No
27.43571932861409,65.30704264892776,5.9929260843516,63.98291539559244,1019.30371765859,no rain,0.0,24.05,52.76,58.9,Sandy,Oil seeds,7,1,7,DAP,No
21.33856706695172,69.03555701447993,7.113484624014925,5.8904470442266765,1020.413516280162,no rain,0.0,23.42,53.65,69.68,Sandy,Barley,11,3,14,20-20,No
28.051389986758696,52.25109931094311,16.10330361559138,61.7529432658452,1048.4710120946452,no rain,0.0,31.68,62.14,42.55,Black,Sugarcane,17,0,31,17-17-17,No
31.65955814821573,72.9922501654689,1.1956887189560383,13.22736703059394,985.4372637803368,no rain,0.0,31.03,69.0,49.46,Loamy,Maize,19,0,19,20-20,No
34.388037625072144,59.37202544184523,7.09065340131515,43.18131838784951,1013.250937531762,no rain,0.0,31.78,44.27,45.07,Loamy,Maize,5,8,32,DAP,No
